%time,field.header.seq,field.header.stamp,field.header.frame_id,field.position.x,field.position.y,field.position.z,field.velocity.x,field.velocity.y,field.velocity.z,field.acceleration.x,field.acceleration.y,field.acceleration.z,field.orientation.x,field.orientation.y,field.orientation.z,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z
1669909208877428140,11387,1669909203330211715,,-4.25685563704788,-4.245930572036986,0.5301471255926178,-0.002000008553102746,0.00400003097659016,-0.005000012612870409,-3.331824369905734e-156,-4.238875235481827e-156,-3.8529983368353294e-157,0.011848180840532407,-0.0008703374353551396,0.4171634462210747,-3.0633190707895665e-07,7.316105631694962e-08,3.988968507340373e-07
1669909208877451040,11388,1669909203449668236,,-4.257270049935698,-4.245583809629663,0.5299628888165941,-0.002000008553102746,0.00400003097659016,-0.005000012612870409,1.0483039790537606e-155,1.849003688668798e-156,1.3796790169053313e-157,0.012079938801264234,-0.0006837918117170716,0.4167032098763759,-3.063431772351596e-07,7.321538411699277e-08,3.988651515554604e-07
1669909208877456885,11389,1669909203489394604,,-4.257407867667684,-4.245468455623575,0.5297661109718705,-0.002000008553102746,0.00400003097659016,-0.005000012612870409,-1.4230854073292991e-221,3.3970249864309897e-221,1.1122828099237123e-220,0.012226885731962511,-0.0005583430495068598,0.4163736581573332,-3.0634026898956424e-07,7.324998450425092e-08,3.9883257421602453e-07
1669909208877474042,11390,1669909203528157419,,-4.257542336075051,-4.2453557951881224,0.5295741634336519,-0.002000008553102746,0.00400003097659016,-0.005000012612870409,-1.4230854073292991e-221,3.3970249864309897e-221,1.1122828099237123e-220,0.01222687384870369,-0.0005583403993654201,0.4163736736507673,-3.0634026898956424e-07,7.324998450425092e-08,3.9883257421602453e-07
1669909208877506341,11391,1669909203553874673,,-4.257039219162819,-4.244576709122085,0.5300123925258429,-8.564379330288499e-09,0.005000030987478954,-0.003000012629499473,6.434446986835036e-86,-4.118046071574423e-84,-2.635549485807631e-82,0.012359062877532523,-0.00047214232449555027,0.41608342047043756,-3.0633365731023116e-07,7.326264286548996e-08,3.987915138636176e-07
1669909208877563020,11392,1669909203676617737,,-4.257288855445699,-4.244011061302211,0.5299500707661938,-8.564379330288499e-09,0.005000030987478954,-0.003000012629499473,9.232978617785736e-128,-7.386382894228589e-127,5.909106315382871e-126,0.01260166151626585,-0.00035986753110073266,0.41521658622591673,-3.063696964984519e-07,7.328157266808757e-08,3.986977203235411e-07
1669909208877591230,11393,1669909203720579032,,-4.257230873133491,-4.244142102310212,0.529881059107471,-8.58244987987754e-09,0.004000030970920004,-0.002000012656147288,0.0,0.0,0.0,0.012659605287248965,-0.0003246258789406653,0.4146451593905738,-3.064148968992567e-07,7.329087730779234e-08,3.986313043481218e-07
1669909208877596729,11394,1669909203835238335,,-4.257416693095241,-4.243719624293694,0.5300548112204568,-8.58244987987754e-09,0.004000030970920004,-0.002000012656147288,-4.623610984776654e-70,-2.897050617645548e-68,-6.126911521838715e-67,0.012705311520548435,-0.00033236366855149413,0.41359297926969063,-3.0645615627831167e-07,7.329706613103024e-08,3.985490965654157e-07
1669909208877599047,11395,1669909203890597808,,-4.257506253600759,-4.24351557057038,0.529946911765158,-8.58244987987754e-09,0.004000030970920004,-0.002000012656147288,2.9145346277802883e-159,6.57007465547117e-160,2.035526849728241e-160,0.012731431119492598,-0.00035828777548374546,0.41308370943161954,-3.0648422256701353e-07,7.329702173713199e-08,3.985066448695634e-07
1669909208877631899,11396,1669909203920380480,,-4.257509803949098,-4.24248946062331,0.529890333895624,0.0009999913964207688,0.0060000309449135016,-0.0020000126873057785,3.022027960595007e-156,2.548655324394964e-158,1.8485631953256113e-158,0.012730854084928467,-0.0003587722549696082,0.41308503552901144,-3.064900193116911e-07,7.329296829921355e-08,3.985116998633868e-07
